from_date,title,count
6/18/1999,Engineer,1
6/17/1999,Staff,3
6/17/1999,Engineer,1
6/17/1999,Senior Staff,2
6/17/1999,Senior Engineer,4
6/16/1999,Senior Engineer,1
6/15/1999,Assistant Engineer,1
6/15/1999,Engineer,1
6/15/1999,Senior Staff,1
6/15/1999,Senior Engineer,2
6/14/1999,Senior Engineer,2
6/14/1999,Senior Staff,3
6/14/1999,Staff,1
6/13/1999,Senior Engineer,4
6/13/1999,Senior Staff,2
6/13/1999,Engineer,2
6/13/1999,Staff,2
6/12/1999,Senior Staff,2
6/12/1999,Senior Engineer,1
6/11/1999,Technique Leader,1
6/11/1999,Senior Engineer,1
6/11/1999,Engineer,1
6/11/1999,Staff,1
6/11/1999,Senior Staff,1
6/10/1999,Technique Leader,1
6/10/1999,Staff,1
6/10/1999,Senior Staff,2
6/10/1999,Senior Engineer,5
6/10/1999,Engineer,7
6/9/1999,Senior Staff,2
6/9/1999,Senior Engineer,3
6/9/1999,Staff,2
6/9/1999,Engineer,3
6/8/1999,Senior Engineer,3
6/8/1999,Staff,2
6/8/1999,Senior Staff,1
6/7/1999,Staff,3
6/7/1999,Engineer,2
6/7/1999,Senior Engineer,1
6/7/1999,Senior Staff,2
6/6/1999,Staff,2
6/6/1999,Senior Engineer,3
6/6/1999,Engineer,1
6/6/1999,Senior Staff,3
6/5/1999,Technique Leader,1
6/5/1999,Staff,5
6/5/1999,Senior Engineer,2
6/5/1999,Assistant Engineer,1
6/5/1999,Senior Staff,1
6/4/1999,Engineer,1
6/4/1999,Senior Engineer,1
6/4/1999,Technique Leader,2
6/4/1999,Staff,2
6/4/1999,Senior Staff,1
6/3/1999,Engineer,2
6/3/1999,Senior Staff,1
6/3/1999,Senior Engineer,1
6/3/1999,Staff,1
6/2/1999,Senior Engineer,3
6/2/1999,Staff,2
6/2/1999,Senior Staff,2
6/2/1999,Engineer,3
6/1/1999,Staff,1
6/1/1999,Senior Staff,2
6/1/1999,Engineer,1
5/31/1999,Technique Leader,1
5/31/1999,Senior Staff,1
5/31/1999,Senior Engineer,1
5/31/1999,Engineer,2
5/31/1999,Assistant Engineer,2
5/30/1999,Staff,3
5/30/1999,Engineer,1
5/30/1999,Senior Staff,1
5/30/1999,Technique Leader,1
5/30/1999,Assistant Engineer,1
5/29/1999,Senior Engineer,2
5/29/1999,Senior Staff,3
5/29/1999,Staff,2
5/29/1999,Engineer,1
5/28/1999,Senior Engineer,2
5/28/1999,Senior Staff,1
5/27/1999,Staff,3
5/27/1999,Senior Engineer,1
5/27/1999,Senior Staff,5
5/27/1999,Engineer,2
5/27/1999,Technique Leader,1
5/26/1999,Staff,2
5/26/1999,Engineer,1
5/26/1999,Assistant Engineer,1
5/25/1999,Engineer,2
5/25/1999,Senior Engineer,2
5/25/1999,Senior Staff,1
5/25/1999,Staff,1
5/24/1999,Engineer,3
5/24/1999,Senior Engineer,1
5/24/1999,Senior Staff,1
5/24/1999,Staff,2
5/23/1999,Senior Engineer,2
5/23/1999,Engineer,1
5/23/1999,Senior Staff,1
5/22/1999,Staff,4
5/22/1999,Senior Staff,1
5/22/1999,Senior Engineer,2
5/21/1999,Senior Staff,3
5/21/1999,Staff,2
5/21/1999,Senior Engineer,6
5/21/1999,Engineer,5
5/20/1999,Engineer,2
5/20/1999,Senior Staff,4
5/20/1999,Staff,2
5/20/1999,Senior Engineer,5
5/19/1999,Engineer,2
5/19/1999,Senior Engineer,3
5/19/1999,Senior Staff,1
5/19/1999,Technique Leader,2
5/19/1999,Staff,4
5/18/1999,Senior Engineer,3
5/18/1999,Senior Staff,2
5/18/1999,Staff,1
5/18/1999,Engineer,2
5/17/1999,Senior Staff,1
5/17/1999,Senior Engineer,2
5/16/1999,Engineer,1
5/16/1999,Staff,2
5/16/1999,Senior Staff,3
5/16/1999,Technique Leader,1
5/15/1999,Senior Engineer,1
5/15/1999,Senior Staff,3
5/15/1999,Staff,1
5/15/1999,Assistant Engineer,1
5/14/1999,Senior Engineer,3
5/14/1999,Engineer,2
5/13/1999,Senior Engineer,5
5/13/1999,Staff,1
5/13/1999,Engineer,4
5/12/1999,Senior Engineer,2
5/12/1999,Engineer,3
5/12/1999,Senior Staff,1
5/11/1999,Senior Staff,4
5/11/1999,Engineer,2
5/11/1999,Senior Engineer,1
5/10/1999,Senior Engineer,5
5/10/1999,Senior Staff,2
5/10/1999,Engineer,1
5/10/1999,Staff,1
5/9/1999,Staff,1
5/9/1999,Senior Engineer,1
5/9/1999,Technique Leader,1
5/9/1999,Senior Staff,7
5/9/1999,Engineer,1
5/8/1999,Senior Staff,1
5/8/1999,Senior Engineer,2
5/8/1999,Engineer,1
5/7/1999,Staff,2
5/7/1999,Senior Engineer,4
5/7/1999,Engineer,3
5/6/1999,Staff,1
5/6/1999,Technique Leader,1
5/6/1999,Senior Staff,2
5/6/1999,Engineer,1
5/5/1999,Technique Leader,1
5/5/1999,Staff,4
5/5/1999,Senior Engineer,1
5/4/1999,Senior Staff,2
5/4/1999,Engineer,3
5/4/1999,Senior Engineer,3
5/3/1999,Engineer,2
5/3/1999,Staff,3
5/3/1999,Senior Engineer,1
5/3/1999,Senior Staff,2
5/3/1999,Assistant Engineer,1
5/2/1999,Staff,1
5/2/1999,Engineer,2
5/2/1999,Senior Engineer,2
5/2/1999,Senior Staff,1
5/1/1999,Senior Engineer,2
5/1/1999,Staff,4
5/1/1999,Senior Staff,3
5/1/1999,Engineer,4
4/30/1999,Staff,4
4/30/1999,Senior Engineer,3
4/30/1999,Technique Leader,1
4/30/1999,Engineer,4
4/29/1999,Staff,3
4/29/1999,Engineer,4
4/29/1999,Senior Engineer,5
4/28/1999,Senior Engineer,4
4/28/1999,Engineer,1
4/28/1999,Senior Staff,2
4/28/1999,Staff,1
4/27/1999,Staff,1
4/27/1999,Engineer,3
4/27/1999,Senior Staff,2
4/27/1999,Assistant Engineer,1
4/27/1999,Senior Engineer,2
4/26/1999,Staff,1
4/26/1999,Senior Staff,3
4/26/1999,Senior Engineer,8
4/25/1999,Senior Engineer,1
4/25/1999,Engineer,1
4/25/1999,Staff,1
4/24/1999,Engineer,4
4/24/1999,Senior Engineer,3
4/24/1999,Staff,2
4/24/1999,Senior Staff,1
4/23/1999,Engineer,2
4/23/1999,Senior Staff,2
4/23/1999,Senior Engineer,3
4/22/1999,Senior Staff,1
4/22/1999,Staff,1
4/22/1999,Engineer,1
4/22/1999,Senior Engineer,4
4/21/1999,Staff,1
4/21/1999,Senior Engineer,3
4/21/1999,Senior Staff,4
4/20/1999,Staff,2
4/20/1999,Senior Staff,3
4/20/1999,Senior Engineer,3
4/19/1999,Engineer,3
4/19/1999,Staff,1
4/19/1999,Senior Staff,2
4/19/1999,Senior Engineer,3
4/18/1999,Engineer,3
4/18/1999,Senior Engineer,2
4/18/1999,Staff,1
4/17/1999,Senior Staff,1
4/17/1999,Staff,2
4/17/1999,Engineer,3
4/17/1999,Senior Engineer,2
4/16/1999,Assistant Engineer,1
4/16/1999,Senior Engineer,3
4/16/1999,Staff,3
4/16/1999,Senior Staff,4
4/16/1999,Engineer,1
4/15/1999,Engineer,1
4/15/1999,Staff,3
4/15/1999,Senior Staff,5
4/15/1999,Assistant Engineer,1
4/14/1999,Senior Staff,2
4/14/1999,Engineer,3
4/14/1999,Senior Engineer,3
4/14/1999,Staff,1
4/13/1999,Senior Staff,1
4/13/1999,Engineer,2
4/13/1999,Senior Engineer,2
4/13/1999,Staff,5
4/12/1999,Senior Staff,2
4/12/1999,Engineer,5
4/12/1999,Staff,2
4/12/1999,Senior Engineer,2
4/11/1999,Senior Staff,5
4/11/1999,Staff,1
4/11/1999,Senior Engineer,1
4/11/1999,Engineer,2
4/10/1999,Senior Staff,3
4/10/1999,Senior Engineer,1
4/10/1999,Engineer,3
4/10/1999,Staff,2
4/9/1999,Senior Engineer,2
4/9/1999,Engineer,1
4/9/1999,Staff,2
4/9/1999,Senior Staff,3
4/8/1999,Staff,2
4/8/1999,Senior Staff,3
4/8/1999,Engineer,3
4/8/1999,Senior Engineer,4
4/7/1999,Senior Engineer,5
4/7/1999,Technique Leader,1
4/7/1999,Engineer,2
4/6/1999,Staff,1
4/6/1999,Senior Engineer,2
4/6/1999,Senior Staff,4
4/6/1999,Engineer,3
4/5/1999,Senior Engineer,3
4/5/1999,Engineer,4
4/4/1999,Staff,2
4/4/1999,Senior Staff,2
4/3/1999,Senior Staff,1
4/3/1999,Engineer,1
4/3/1999,Staff,4
4/3/1999,Senior Engineer,2
4/2/1999,Engineer,1
4/2/1999,Senior Engineer,4
4/2/1999,Senior Staff,2
4/2/1999,Staff,4
4/1/1999,Senior Staff,2
4/1/1999,Senior Engineer,5
4/1/1999,Engineer,2
4/1/1999,Staff,4
3/31/1999,Technique Leader,1
3/31/1999,Senior Engineer,3
3/31/1999,Engineer,3
3/30/1999,Senior Engineer,3
3/30/1999,Engineer,2
3/30/1999,Staff,3
3/29/1999,Senior Staff,5
3/29/1999,Staff,1
3/28/1999,Senior Engineer,3
3/28/1999,Senior Staff,2
3/28/1999,Engineer,4
3/27/1999,Senior Staff,3
3/27/1999,Senior Engineer,2
3/27/1999,Staff,1
3/27/1999,Engineer,4
3/26/1999,Engineer,3
3/26/1999,Senior Engineer,1
3/25/1999,Staff,1
3/25/1999,Senior Engineer,4
3/25/1999,Engineer,3
3/24/1999,Senior Engineer,1
3/24/1999,Technique Leader,1
3/24/1999,Senior Staff,2
3/24/1999,Assistant Engineer,1
3/23/1999,Staff,1
3/23/1999,Senior Staff,2
3/23/1999,Technique Leader,1
3/23/1999,Engineer,2
3/23/1999,Senior Engineer,1
3/22/1999,Senior Staff,1
3/22/1999,Technique Leader,1
3/22/1999,Engineer,2
3/22/1999,Senior Engineer,2
3/21/1999,Senior Engineer,2
3/21/1999,Technique Leader,1
3/21/1999,Staff,1
3/21/1999,Engineer,1
3/20/1999,Senior Staff,2
3/20/1999,Senior Engineer,2
3/20/1999,Assistant Engineer,1
3/20/1999,Engineer,1
3/20/1999,Staff,1
3/19/1999,Staff,3
3/19/1999,Senior Staff,2
3/19/1999,Senior Engineer,1
3/18/1999,Assistant Engineer,1
3/18/1999,Engineer,1
3/18/1999,Staff,2
3/18/1999,Senior Engineer,1
3/18/1999,Senior Staff,2
3/17/1999,Staff,1
3/17/1999,Engineer,2
3/17/1999,Senior Engineer,4
3/16/1999,Staff,3
3/16/1999,Engineer,2
3/16/1999,Assistant Engineer,2
3/16/1999,Senior Staff,1
3/16/1999,Senior Engineer,1
3/15/1999,Staff,1
3/15/1999,Senior Staff,2
3/14/1999,Technique Leader,1
3/14/1999,Engineer,1
3/14/1999,Staff,2
3/14/1999,Senior Engineer,4
3/14/1999,Senior Staff,1
3/13/1999,Senior Engineer,2
3/13/1999,Senior Staff,1
3/12/1999,Senior Engineer,2
3/12/1999,Assistant Engineer,1
3/12/1999,Engineer,2
3/12/1999,Senior Staff,2
3/11/1999,Engineer,2
3/11/1999,Technique Leader,1
3/11/1999,Senior Staff,2
3/11/1999,Staff,2
3/10/1999,Staff,4
3/10/1999,Engineer,3
3/10/1999,Senior Staff,3
3/10/1999,Senior Engineer,1
3/9/1999,Senior Staff,3
3/9/1999,Senior Engineer,5
3/8/1999,Staff,1
3/8/1999,Senior Engineer,1
3/8/1999,Engineer,1
3/8/1999,Assistant Engineer,1
3/7/1999,Staff,1
3/7/1999,Senior Engineer,2
3/7/1999,Senior Staff,4
3/6/1999,Senior Engineer,4
3/6/1999,Senior Staff,2
3/6/1999,Engineer,2
3/6/1999,Assistant Engineer,1
3/5/1999,Senior Staff,2
3/5/1999,Staff,3
3/5/1999,Senior Engineer,4
3/5/1999,Technique Leader,1
3/4/1999,Senior Engineer,4
3/4/1999,Engineer,4
3/4/1999,Senior Staff,1
3/4/1999,Staff,2
3/3/1999,Engineer,2
3/3/1999,Senior Staff,1
3/3/1999,Senior Engineer,1
3/3/1999,Staff,1
3/3/1999,Assistant Engineer,1
3/2/1999,Staff,2
3/2/1999,Engineer,3
3/2/1999,Senior Staff,1
3/2/1999,Senior Engineer,2
3/1/1999,Engineer,1
3/1/1999,Senior Engineer,2
3/1/1999,Staff,3
3/1/1999,Senior Staff,3
2/28/1999,Senior Engineer,3
2/28/1999,Staff,3
2/28/1999,Engineer,4
2/27/1999,Staff,2
2/27/1999,Senior Engineer,3
2/27/1999,Technique Leader,1
2/27/1999,Senior Staff,1
2/26/1999,Staff,3
2/26/1999,Senior Staff,4
2/26/1999,Senior Engineer,2
2/26/1999,Engineer,1
2/25/1999,Senior Staff,3
2/25/1999,Engineer,2
2/25/1999,Staff,1
2/24/1999,Staff,1
2/24/1999,Senior Engineer,4
2/24/1999,Engineer,4
2/24/1999,Senior Staff,4
2/23/1999,Engineer,2
2/23/1999,Staff,1
2/23/1999,Senior Engineer,2
2/23/1999,Senior Staff,2
2/22/1999,Senior Staff,3
2/22/1999,Engineer,2
2/22/1999,Senior Engineer,2
2/21/1999,Senior Staff,1
2/21/1999,Engineer,4
2/21/1999,Technique Leader,1
2/21/1999,Senior Engineer,1
2/20/1999,Engineer,3
2/20/1999,Senior Staff,1
2/20/1999,Senior Engineer,1
2/20/1999,Staff,3
2/19/1999,Staff,1
2/19/1999,Senior Staff,4
2/19/1999,Engineer,1
2/19/1999,Senior Engineer,1
2/18/1999,Senior Engineer,3
2/18/1999,Staff,1
2/17/1999,Staff,5
2/17/1999,Engineer,3
2/17/1999,Senior Engineer,1
2/17/1999,Senior Staff,1
2/16/1999,Senior Engineer,1
2/16/1999,Staff,3
2/16/1999,Engineer,2
2/16/1999,Senior Staff,4
2/15/1999,Senior Engineer,3
2/15/1999,Staff,1
2/15/1999,Senior Staff,1
2/14/1999,Engineer,1
2/14/1999,Senior Engineer,2
2/14/1999,Staff,2
2/14/1999,Senior Staff,1
2/13/1999,Senior Engineer,3
2/13/1999,Engineer,3
2/13/1999,Senior Staff,1
2/12/1999,Senior Staff,2
2/12/1999,Engineer,1
2/12/1999,Technique Leader,1
2/12/1999,Senior Engineer,1
2/12/1999,Staff,1
2/11/1999,Engineer,1
2/11/1999,Senior Staff,1
2/11/1999,Staff,1
2/11/1999,Senior Engineer,1
2/10/1999,Staff,1
2/10/1999,Senior Staff,3
2/10/1999,Senior Engineer,2
2/10/1999,Engineer,2
2/9/1999,Assistant Engineer,1
2/9/1999,Staff,1
2/9/1999,Senior Staff,2
2/9/1999,Senior Engineer,1
2/9/1999,Engineer,2
2/8/1999,Engineer,1
2/8/1999,Senior Engineer,3
2/8/1999,Staff,2
2/8/1999,Senior Staff,3
2/7/1999,Staff,1
2/7/1999,Senior Staff,1
2/7/1999,Senior Engineer,1
2/7/1999,Engineer,3
2/6/1999,Senior Engineer,2
2/6/1999,Staff,2
2/6/1999,Engineer,2
2/6/1999,Technique Leader,1
2/6/1999,Senior Staff,1
2/5/1999,Senior Staff,1
2/5/1999,Staff,2
2/5/1999,Senior Engineer,1
2/5/1999,Engineer,2
2/4/1999,Senior Engineer,3
2/4/1999,Senior Staff,2
2/4/1999,Staff,3
2/4/1999,Engineer,2
2/3/1999,Senior Engineer,1
2/3/1999,Staff,2
2/3/1999,Senior Staff,2
2/3/1999,Engineer,3
2/2/1999,Senior Staff,2
2/2/1999,Engineer,1
2/2/1999,Senior Engineer,1
2/2/1999,Staff,3
2/1/1999,Staff,4
2/1/1999,Engineer,4
2/1/1999,Senior Engineer,1
2/1/1999,Technique Leader,1
2/1/1999,Senior Staff,2
1/31/1999,Staff,1
1/31/1999,Senior Staff,1
1/31/1999,Senior Engineer,5
1/31/1999,Engineer,2
1/30/1999,Engineer,2
1/30/1999,Senior Engineer,1
1/30/1999,Staff,1
1/30/1999,Senior Staff,3
1/29/1999,Engineer,1
1/29/1999,Senior Staff,2
1/28/1999,Senior Staff,4
1/28/1999,Senior Engineer,3
1/28/1999,Staff,3
1/28/1999,Engineer,3
1/27/1999,Technique Leader,1
1/27/1999,Engineer,1
1/27/1999,Senior Engineer,3
1/26/1999,Senior Staff,1
1/26/1999,Engineer,4
1/26/1999,Staff,2
1/26/1999,Technique Leader,1
1/25/1999,Engineer,3
1/25/1999,Senior Engineer,4
1/25/1999,Senior Staff,3
1/24/1999,Engineer,1
1/24/1999,Senior Engineer,2
1/24/1999,Technique Leader,1
1/24/1999,Staff,3
1/23/1999,Engineer,3
1/23/1999,Senior Engineer,1
1/23/1999,Staff,1
1/23/1999,Senior Staff,2
1/23/1999,Technique Leader,1
1/22/1999,Senior Staff,2
1/22/1999,Engineer,2
1/22/1999,Staff,2
1/21/1999,Senior Engineer,2
1/21/1999,Staff,1
1/21/1999,Engineer,2
1/21/1999,Senior Staff,1
1/20/1999,Staff,3
1/20/1999,Senior Engineer,2
1/20/1999,Engineer,2
1/20/1999,Technique Leader,1
1/19/1999,Assistant Engineer,2
1/19/1999,Senior Staff,2
1/19/1999,Staff,1
1/18/1999,Senior Staff,1
1/18/1999,Engineer,2
1/17/1999,Senior Staff,3
1/17/1999,Senior Engineer,2
1/17/1999,Engineer,1
1/17/1999,Staff,1
1/16/1999,Senior Engineer,2
1/16/1999,Technique Leader,1
1/16/1999,Senior Staff,3
1/15/1999,Senior Engineer,4
1/15/1999,Staff,2
1/15/1999,Senior Staff,1
1/14/1999,Senior Staff,1
1/14/1999,Engineer,3
1/14/1999,Senior Engineer,5
1/13/1999,Senior Engineer,3
1/13/1999,Staff,1
1/13/1999,Senior Staff,1
1/13/1999,Technique Leader,1
1/12/1999,Senior Staff,1
1/12/1999,Engineer,2
1/12/1999,Staff,3
1/12/1999,Senior Engineer,1
1/11/1999,Engineer,1
1/11/1999,Staff,1
1/11/1999,Senior Staff,2
1/10/1999,Senior Engineer,2
1/10/1999,Staff,1
1/10/1999,Senior Staff,2
1/9/1999,Staff,1
1/9/1999,Senior Engineer,2
1/9/1999,Engineer,1
1/9/1999,Senior Staff,1
1/8/1999,Staff,1
1/8/1999,Senior Engineer,2
1/8/1999,Senior Staff,1
1/8/1999,Technique Leader,1
1/8/1999,Engineer,4
1/7/1999,Senior Staff,4
1/7/1999,Staff,2
1/7/1999,Engineer,1
1/7/1999,Senior Engineer,2
1/6/1999,Senior Staff,4
1/6/1999,Engineer,2
1/6/1999,Senior Engineer,1
1/6/1999,Staff,3
1/5/1999,Senior Engineer,1
1/5/1999,Engineer,2
1/5/1999,Senior Staff,3
1/4/1999,Senior Engineer,1
1/4/1999,Staff,1
1/4/1999,Senior Staff,1
1/4/1999,Engineer,1
1/3/1999,Senior Staff,2
1/3/1999,Senior Engineer,2
1/3/1999,Staff,1
1/3/1999,Engineer,1
1/2/1999,Technique Leader,1
1/2/1999,Engineer,2
1/2/1999,Senior Staff,2
1/2/1999,Staff,1
1/1/1999,Senior Staff,2
1/1/1999,Assistant Engineer,2
1/1/1999,Senior Engineer,1
1/1/1999,Engineer,5
12/31/1998,Staff,2
12/31/1998,Senior Staff,2
12/31/1998,Senior Engineer,1
12/30/1998,Staff,1
12/30/1998,Senior Engineer,3
12/30/1998,Technique Leader,1
12/30/1998,Engineer,4
12/29/1998,Engineer,2
12/29/1998,Senior Engineer,4
12/29/1998,Senior Staff,2
12/29/1998,Staff,1
12/28/1998,Senior Staff,2
12/28/1998,Assistant Engineer,1
12/28/1998,Senior Engineer,1
12/28/1998,Staff,1
12/28/1998,Engineer,3
12/27/1998,Assistant Engineer,1
12/27/1998,Technique Leader,1
12/27/1998,Staff,3
12/27/1998,Senior Engineer,3
12/27/1998,Engineer,3
12/26/1998,Staff,2
12/26/1998,Engineer,1
12/26/1998,Senior Engineer,1
12/25/1998,Engineer,4
12/25/1998,Senior Staff,1
12/25/1998,Senior Engineer,3
12/24/1998,Senior Staff,1
12/24/1998,Staff,4
12/24/1998,Engineer,1
12/24/1998,Senior Engineer,3
12/23/1998,Staff,2
12/23/1998,Senior Engineer,3
12/23/1998,Engineer,2
12/22/1998,Staff,1
12/22/1998,Senior Engineer,2
12/22/1998,Senior Staff,5
12/22/1998,Engineer,2
12/21/1998,Technique Leader,1
12/21/1998,Engineer,2
12/21/1998,Senior Engineer,1
12/21/1998,Senior Staff,4
12/20/1998,Staff,2
12/20/1998,Senior Engineer,3
12/20/1998,Engineer,3
12/20/1998,Senior Staff,3
12/19/1998,Engineer,1
12/19/1998,Staff,1
12/19/1998,Assistant Engineer,1
12/19/1998,Senior Engineer,2
12/19/1998,Senior Staff,2
12/18/1998,Senior Engineer,6
12/18/1998,Staff,2
12/18/1998,Senior Staff,1
12/18/1998,Technique Leader,1
12/18/1998,Engineer,2
12/17/1998,Technique Leader,1
12/17/1998,Staff,1
12/17/1998,Senior Engineer,1
12/17/1998,Engineer,4
12/17/1998,Senior Staff,2
12/16/1998,Senior Engineer,4
12/16/1998,Assistant Engineer,1
12/16/1998,Staff,1
12/15/1998,Engineer,3
12/15/1998,Senior Staff,1
12/15/1998,Senior Engineer,2
12/14/1998,Staff,1
12/14/1998,Senior Staff,1
12/14/1998,Senior Engineer,1
12/14/1998,Engineer,3
12/14/1998,Assistant Engineer,1
12/13/1998,Staff,2
12/13/1998,Senior Staff,2
12/13/1998,Engineer,1
12/13/1998,Senior Engineer,2
12/12/1998,Staff,1
12/12/1998,Senior Staff,1
12/11/1998,Staff,1
12/11/1998,Senior Engineer,1
12/11/1998,Senior Staff,1
12/11/1998,Engineer,1
12/10/1998,Senior Engineer,3
12/10/1998,Senior Staff,1
12/10/1998,Engineer,1
12/9/1998,Senior Staff,3
12/9/1998,Senior Engineer,4
12/9/1998,Staff,1
12/9/1998,Engineer,1
12/8/1998,Engineer,2
12/8/1998,Staff,1
12/8/1998,Senior Engineer,2
12/8/1998,Senior Staff,3
12/7/1998,Senior Engineer,1
12/7/1998,Staff,3
12/7/1998,Senior Staff,3
12/7/1998,Engineer,1
12/6/1998,Assistant Engineer,2
12/6/1998,Senior Staff,2
12/6/1998,Staff,2
12/6/1998,Engineer,2
12/6/1998,Senior Engineer,3
12/5/1998,Senior Staff,5
12/5/1998,Staff,3
12/5/1998,Senior Engineer,4
12/4/1998,Senior Engineer,3
12/4/1998,Senior Staff,1
12/4/1998,Engineer,5
12/4/1998,Staff,1
12/3/1998,Staff,1
12/3/1998,Senior Engineer,3
12/3/1998,Senior Staff,5
12/3/1998,Engineer,1
12/2/1998,Senior Staff,1
12/2/1998,Senior Engineer,2
12/1/1998,Technique Leader,1
12/1/1998,Staff,2
12/1/1998,Senior Engineer,1
12/1/1998,Assistant Engineer,1
11/30/1998,Senior Staff,3
11/30/1998,Staff,1
11/30/1998,Senior Engineer,1
11/30/1998,Engineer,3
11/29/1998,Staff,2
11/29/1998,Senior Staff,3
11/29/1998,Engineer,2
11/29/1998,Senior Engineer,1
11/28/1998,Senior Staff,2
11/28/1998,Senior Engineer,2
11/27/1998,Engineer,2
11/27/1998,Senior Engineer,2
11/27/1998,Staff,1
11/27/1998,Senior Staff,2
11/26/1998,Senior Engineer,1
11/26/1998,Senior Staff,1
11/26/1998,Engineer,5
11/25/1998,Engineer,3
11/25/1998,Senior Staff,4
11/25/1998,Senior Engineer,4
11/25/1998,Staff,3
11/25/1998,Assistant Engineer,1
11/24/1998,Senior Engineer,1
11/24/1998,Staff,3
11/24/1998,Technique Leader,1
11/24/1998,Engineer,2
11/23/1998,Staff,1
11/23/1998,Engineer,3
11/23/1998,Senior Staff,2
11/22/1998,Engineer,3
11/22/1998,Staff,3
11/22/1998,Senior Staff,1
11/22/1998,Senior Engineer,3
11/21/1998,Senior Staff,2
11/21/1998,Staff,1
11/21/1998,Senior Engineer,5
11/21/1998,Engineer,3
11/20/1998,Senior Engineer,1
11/20/1998,Staff,1
11/19/1998,Staff,1
11/19/1998,Senior Engineer,1
11/18/1998,Senior Staff,1
11/18/1998,Engineer,3
11/18/1998,Technique Leader,1
11/18/1998,Staff,3
11/17/1998,Senior Engineer,2
11/17/1998,Technique Leader,1
11/17/1998,Senior Staff,1
11/17/1998,Engineer,2
11/17/1998,Staff,1
11/16/1998,Senior Staff,3
11/16/1998,Senior Engineer,2
11/16/1998,Staff,3
11/16/1998,Engineer,2
11/15/1998,Assistant Engineer,1
11/15/1998,Senior Engineer,1
11/15/1998,Engineer,1
11/15/1998,Senior Staff,1
11/14/1998,Engineer,2
11/14/1998,Senior Engineer,2
11/14/1998,Senior Staff,1
11/14/1998,Staff,1
11/13/1998,Engineer,5
11/13/1998,Staff,4
11/13/1998,Senior Staff,2
11/12/1998,Senior Staff,1
11/12/1998,Staff,1
11/12/1998,Engineer,2
11/11/1998,Staff,1
11/11/1998,Senior Engineer,3
11/11/1998,Engineer,3
11/10/1998,Senior Staff,2
11/10/1998,Assistant Engineer,1
11/10/1998,Engineer,2
11/10/1998,Staff,1
11/9/1998,Staff,1
11/9/1998,Engineer,2
11/9/1998,Senior Staff,6
11/9/1998,Senior Engineer,2
11/8/1998,Engineer,1
11/8/1998,Senior Engineer,2
11/7/1998,Senior Engineer,1
11/7/1998,Staff,3
11/7/1998,Technique Leader,1
11/6/1998,Staff,1
11/6/1998,Senior Engineer,1
11/6/1998,Senior Staff,6
11/6/1998,Engineer,3
11/5/1998,Senior Staff,2
11/5/1998,Staff,1
11/5/1998,Technique Leader,2
11/5/1998,Engineer,2
11/5/1998,Senior Engineer,2
11/4/1998,Engineer,1
11/4/1998,Senior Staff,2
11/4/1998,Assistant Engineer,1
11/3/1998,Engineer,2
11/3/1998,Staff,3
11/3/1998,Senior Staff,3
11/2/1998,Assistant Engineer,1
11/2/1998,Senior Staff,2
11/2/1998,Senior Engineer,1
11/2/1998,Engineer,3
11/2/1998,Staff,1
11/1/1998,Senior Staff,4
11/1/1998,Senior Engineer,3
11/1/1998,Assistant Engineer,1
11/1/1998,Staff,1
11/1/1998,Engineer,3
10/31/1998,Senior Engineer,1
10/31/1998,Technique Leader,1
10/31/1998,Staff,1
10/31/1998,Engineer,1
10/30/1998,Senior Engineer,3
10/30/1998,Staff,3
10/30/1998,Engineer,2
10/29/1998,Senior Engineer,1
10/29/1998,Senior Staff,2
10/29/1998,Engineer,1
10/28/1998,Assistant Engineer,1
10/28/1998,Staff,1
10/28/1998,Senior Staff,4
10/27/1998,Senior Staff,1
10/27/1998,Engineer,1
10/27/1998,Senior Engineer,3
10/27/1998,Staff,2
10/26/1998,Staff,4
10/26/1998,Senior Engineer,3
10/26/1998,Engineer,1
10/26/1998,Assistant Engineer,1
10/25/1998,Staff,4
10/25/1998,Senior Engineer,5
10/25/1998,Engineer,3
10/25/1998,Senior Staff,1
10/24/1998,Technique Leader,1
10/24/1998,Engineer,2
10/24/1998,Senior Staff,3
10/24/1998,Staff,3
10/24/1998,Senior Engineer,1
10/23/1998,Engineer,1
10/23/1998,Staff,2
10/23/1998,Senior Staff,2
10/23/1998,Senior Engineer,3
10/23/1998,Assistant Engineer,1
10/22/1998,Senior Engineer,5
10/22/1998,Senior Staff,2
10/22/1998,Assistant Engineer,1
10/22/1998,Engineer,4
10/22/1998,Staff,4
10/21/1998,Staff,2
10/21/1998,Senior Engineer,3
10/21/1998,Senior Staff,1
10/21/1998,Engineer,2
10/20/1998,Senior Engineer,2
10/20/1998,Senior Staff,5
10/20/1998,Technique Leader,1
10/19/1998,Assistant Engineer,1
10/19/1998,Senior Staff,1
10/19/1998,Staff,2
10/18/1998,Engineer,5
10/18/1998,Senior Engineer,1
10/18/1998,Senior Staff,2
10/17/1998,Senior Engineer,1
10/17/1998,Staff,2
10/17/1998,Senior Staff,4
10/16/1998,Staff,1
10/16/1998,Senior Staff,3
10/16/1998,Senior Engineer,5
10/16/1998,Engineer,1
10/15/1998,Senior Staff,1
10/15/1998,Engineer,1
10/15/1998,Staff,2
10/15/1998,Senior Engineer,2
10/14/1998,Senior Engineer,1
10/14/1998,Engineer,2
10/14/1998,Staff,2
